month,year,Product Card Id,Product Price,Category Name,Department Name,Market,Order Item Quantity
4,2017,502,50.0,Women's Apparel,Golf,LATAM,5
3,2017,502,50.0,Women's Apparel,Golf,LATAM,5
6,2017,627,39.99000168,Shop By Sport,Golf,LATAM,5
5,2017,502,50.0,Women's Apparel,Golf,LATAM,5
2,2017,502,50.0,Women's Apparel,Golf,LATAM,5
5,2015,502,50.0,Women's Apparel,Golf,LATAM,5
4,2017,818,47.99000168,Electronics,Outdoors,LATAM,5
2,2017,825,31.98999977,Electronics,Outdoors,LATAM,5
5,2017,306,89.98999786,Kids' Golf Clubs,Outdoors,LATAM,5
4,2017,977,29.98999977,Hunting & Shooting,Fan Shop,LATAM,5
5,2015,44,59.99000168,Baseball & Softball,Fitness,LATAM,5
5,2017,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
2,2015,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
2,2017,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
5,2017,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
3,2017,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
5,2015,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
5,2015,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
4,2017,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
5,2015,191,99.98999786,Cardio Equipment,Footwear,LATAM,5
6,2017,251,89.98999786,Boxing & MMA,Footwear,LATAM,5
3,2017,365,59.99000168,Cleats,Apparel,LATAM,5
2,2017,365,59.99000168,Cleats,Apparel,LATAM,5
1,2017,365,59.99000168,Cleats,Apparel,LATAM,5
2,2017,365,59.99000168,Cleats,Apparel,LATAM,5
5,2017,365,59.99000168,Cleats,Apparel,LATAM,5
2,2017,365,59.99000168,Cleats,Apparel,LATAM,5
1,2015,365,59.99000168,Cleats,Apparel,LATAM,5
1,2017,191,99.98999786,Cardio Equipment,Footwear,Africa,1
11,2016,403,129.9900055,Men's Footwear,Apparel,Africa,1
9,2016,403,129.9900055,Men's Footwear,Apparel,Africa,1
8,2016,403,129.9900055,Men's Footwear,Apparel,Africa,1
11,2016,365,59.99000168,Cleats,Apparel,Africa,1
10,2016,403,129.9900055,Men's Footwear,Apparel,Africa,1
11,2016,957,299.980011,Camping & Hiking,Fan Shop,Africa,1
8,2016,957,299.980011,Camping & Hiking,Fan Shop,Africa,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
11,2017,1351,1500.0,Computers,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1351,1500.0,Computers,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1351,1500.0,Computers,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
11,2017,1352,252.8800049,Consumer Electronics,Technology,Europe,1
10,2017,1351,1500.0,Computers,Technology,Europe,1
10,2017,1349,452.0400085,Cameras ,Technology,Europe,1
10,2017,60,999.9899902,Basketball,Fitness,Europe,1
9,2017,24,79.98999786,Soccer,Fitness,Europe,1
9,2015,44,59.99000168,Baseball & Softball,Fitness,Europe,1
10,2015,278,44.99000168,Electronics,Footwear,Europe,1
8,2017,191,99.98999786,Cardio Equipment,Footwear,Europe,1
8,2015,191,99.98999786,Cardio Equipment,Footwear,Europe,1
9,2015,278,44.99000168,Electronics,Footwear,Europe,1
10,2015,191,99.98999786,Cardio Equipment,Footwear,Europe,1
7,2015,191,99.98999786,Cardio Equipment,Footwear,Europe,1
5,2016,278,44.99000168,Electronics,Footwear,USCA,3
4,2016,191,99.98999786,Cardio Equipment,Footwear,USCA,3
8,2016,191,99.98999786,Cardio Equipment,Footwear,USCA,3
4,2016,191,99.98999786,Cardio Equipment,Footwear,USCA,3
5,2016,365,59.99000168,Cleats,Apparel,USCA,3
5,2016,365,59.99000168,Cleats,Apparel,USCA,3
4,2016,365,59.99000168,Cleats,Apparel,USCA,3
7,2016,627,39.99000168,Shop By Sport,Golf,USCA,3
4,2016,567,25.0,Girls' Apparel,Golf,USCA,3
12,2016,502,50.0,Women's Apparel,Golf,USCA,3
5,2016,502,50.0,Women's Apparel,Golf,USCA,3
12,2016,502,50.0,Women's Apparel,Golf,USCA,3
9,2016,627,39.99000168,Shop By Sport,Golf,USCA,3
7,2016,627,39.99000168,Shop By Sport,Golf,USCA,3
7,2016,893,24.98999977,Accessories,Outdoors,USCA,3
7,2016,924,15.98999977,Trade-In,Outdoors,USCA,3
9,2016,365,59.99000168,Cleats,Apparel,Africa,4
9,2016,365,59.99000168,Cleats,Apparel,Africa,4
1,2017,502,50.0,Women's Apparel,Golf,Africa,4
1,2017,627,39.99000168,Shop By Sport,Golf,Africa,4
10,2016,502,50.0,Women's Apparel,Golf,Africa,4
9,2016,905,24.98999977,Accessories,Outdoors,Africa,4
9,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,4
10,2016,365,59.99000168,Cleats,Apparel,Africa,4
1,2017,365,59.99000168,Cleats,Apparel,Africa,4
10,2016,365,59.99000168,Cleats,Apparel,Africa,4
9,2016,365,59.99000168,Cleats,Apparel,Africa,4
1,2017,365,59.99000168,Cleats,Apparel,Africa,4
1,2017,502,50.0,Women's Apparel,Golf,Africa,4
8,2016,502,50.0,Women's Apparel,Golf,Africa,4
9,2016,627,39.99000168,Shop By Sport,Golf,Africa,4
12,2016,627,39.99000168,Shop By Sport,Golf,Africa,4
9,2016,564,30.0,Girls' Apparel,Golf,Africa,4
11,2016,502,50.0,Women's Apparel,Golf,Africa,4
9,2016,502,50.0,Women's Apparel,Golf,Africa,4
11,2016,502,50.0,Women's Apparel,Golf,Africa,4
12,2016,885,24.98999977,Accessories,Outdoors,Africa,4
1,2017,191,99.98999786,Cardio Equipment,Footwear,Africa,4
11,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,4
9,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,4
11,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,4
12,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,4
12,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,4
11,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,4
11,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,4
9,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
9,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
2,2016,365,59.99000168,Cleats,Apparel,Pacific Asia,1
1,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
3,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
1,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
2,2018,1363,215.8200073,Women's Clothing,Apparel,Pacific Asia,1
1,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
2,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2015,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2015,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
9,2016,365,59.99000168,Cleats,Apparel,Pacific Asia,1
9,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
11,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2017,1353,461.480011,Crafts,Apparel,Pacific Asia,1
2,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
3,2016,365,59.99000168,Cleats,Apparel,Pacific Asia,1
3,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
3,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
11,2015,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2015,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
9,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
11,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
9,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
11,2015,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2015,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
1,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2017,1363,215.8200073,Women's Clothing,Apparel,Pacific Asia,1
3,2016,365,59.99000168,Cleats,Apparel,Pacific Asia,1
3,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
2,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
1,2018,1363,215.8200073,Women's Clothing,Apparel,Pacific Asia,1
12,2015,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
1,2017,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2017,1363,215.8200073,Women's Clothing,Apparel,Pacific Asia,1
12,2017,1353,461.480011,Crafts,Apparel,Pacific Asia,1
1,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
2,2018,1363,215.8200073,Women's Clothing,Apparel,Pacific Asia,1
9,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
11,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
12,2016,403,129.9900055,Men's Footwear,Apparel,Pacific Asia,1
3,2016,365,59.99000168,Cleats,Apparel,Pacific Asia,1
11,2017,1357,210.8500061,Men's Clothing,Apparel,Pacific Asia,1
12,2016,502,50.0,Women's Apparel,Golf,Africa,5
10,2016,502,50.0,Women's Apparel,Golf,Africa,5
10,2016,627,39.99000168,Shop By Sport,Golf,Africa,5
11,2016,627,39.99000168,Shop By Sport,Golf,Africa,5
10,2016,502,50.0,Women's Apparel,Golf,Africa,5
9,2016,502,50.0,Women's Apparel,Golf,Africa,5
11,2016,502,50.0,Women's Apparel,Golf,Africa,5
11,2016,502,50.0,Women's Apparel,Golf,Africa,5
11,2016,502,50.0,Women's Apparel,Golf,Africa,5
12,2016,502,50.0,Women's Apparel,Golf,Africa,5
10,2016,502,50.0,Women's Apparel,Golf,Africa,5
10,2016,502,50.0,Women's Apparel,Golf,Africa,5
10,2016,627,39.99000168,Shop By Sport,Golf,Africa,5
12,2016,502,50.0,Women's Apparel,Golf,Africa,5
9,2016,906,24.98999977,Accessories,Outdoors,Africa,5
10,2016,885,24.98999977,Accessories,Outdoors,Africa,5
10,2016,886,24.98999977,Accessories,Outdoors,Africa,5
11,2016,926,15.98999977,Trade-In,Outdoors,Africa,5
10,2016,924,15.98999977,Trade-In,Outdoors,Africa,5
12,2016,825,31.98999977,Electronics,Outdoors,Africa,5
9,2016,977,29.98999977,Hunting & Shooting,Fan Shop,Africa,5
12,2016,116,44.99000168,Tennis & Racquet,Fitness,Africa,5
10,2016,191,99.98999786,Cardio Equipment,Footwear,Africa,5
9,2016,365,59.99000168,Cleats,Apparel,Africa,5
10,2016,627,39.99000168,Shop By Sport,Golf,Africa,5
9,2016,502,50.0,Women's Apparel,Golf,Africa,5
1,2017,818,47.99000168,Electronics,Outdoors,Africa,5
10,2015,44,59.99000168,Baseball & Softball,Fitness,Europe,5
10,2016,235,34.99000168,Fitness Accessories,Footwear,Europe,5
8,2015,191,99.98999786,Cardio Equipment,Footwear,Europe,5
8,2015,273,27.98999977,Electronics,Footwear,Europe,5
8,2015,191,99.98999786,Cardio Equipment,Footwear,Europe,5
7,2017,191,99.98999786,Cardio Equipment,Footwear,Europe,5
9,2017,191,99.98999786,Cardio Equipment,Footwear,Europe,5
6,2017,191,99.98999786,Cardio Equipment,Footwear,Europe,5
6,2015,282,31.98999977,Electronics,Footwear,Europe,5
7,2017,191,99.98999786,Cardio Equipment,Footwear,Europe,5
9,2017,191,99.98999786,Cardio Equipment,Footwear,Europe,5
11,2016,191,99.98999786,Cardio Equipment,Footwear,Europe,5
7,2017,191,99.98999786,Cardio Equipment,Footwear,Europe,5
9,2017,191,99.98999786,Cardio Equipment,Footwear,Europe,5
10,2015,235,34.99000168,Fitness Accessories,Footwear,Europe,5
10,2015,235,34.99000168,Fitness Accessories,Footwear,Europe,5
9,2017,359,99.98999786,As Seen on  TV!,Footwear,Europe,5
11,2016,191,99.98999786,Cardio Equipment,Footwear,Europe,5
3,2017,365,59.99000168,Cleats,Apparel,LATAM,2
6,2017,365,59.99000168,Cleats,Apparel,LATAM,2
2,2017,365,59.99000168,Cleats,Apparel,LATAM,2
4,2017,365,59.99000168,Cleats,Apparel,LATAM,2
2,2017,365,59.99000168,Cleats,Apparel,LATAM,2
2,2015,502,50.0,Women's Apparel,Golf,LATAM,2
3,2017,502,50.0,Women's Apparel,Golf,LATAM,2
5,2017,502,50.0,Women's Apparel,Golf,LATAM,2
4,2015,627,39.99000168,Shop By Sport,Golf,LATAM,2
3,2015,502,50.0,Women's Apparel,Golf,LATAM,2
5,2017,502,50.0,Women's Apparel,Golf,LATAM,2
5,2017,627,39.99000168,Shop By Sport,Golf,LATAM,2
2,2015,627,39.99000168,Shop By Sport,Golf,LATAM,2
5,2015,627,39.99000168,Shop By Sport,Golf,LATAM,2
2,2017,502,50.0,Women's Apparel,Golf,LATAM,2
2,2015,565,70.0,Girls' Apparel,Golf,LATAM,2
3,2017,567,25.0,Girls' Apparel,Golf,LATAM,2
2,2017,502,50.0,Women's Apparel,Golf,LATAM,2
4,2017,502,50.0,Women's Apparel,Golf,LATAM,2
4,2017,627,39.99000168,Shop By Sport,Golf,LATAM,2
4,2017,627,39.99000168,Shop By Sport,Golf,LATAM,2
4,2015,627,39.99000168,Shop By Sport,Golf,LATAM,2
3,2015,502,50.0,Women's Apparel,Golf,LATAM,2
1,2015,627,39.99000168,Shop By Sport,Golf,LATAM,2
2,2017,502,50.0,Women's Apparel,Golf,LATAM,2
2,2015,502,50.0,Women's Apparel,Golf,LATAM,2
6,2017,627,39.99000168,Shop By Sport,Golf,LATAM,2
4,2015,502,50.0,Women's Apparel,Golf,LATAM,2
3,2015,502,50.0,Women's Apparel,Golf,LATAM,2
5,2015,502,50.0,Women's Apparel,Golf,LATAM,2
6,2017,627,39.99000168,Shop By Sport,Golf,LATAM,2
2,2017,572,39.99000168,Girls' Apparel,Golf,LATAM,2
2,2017,627,39.99000168,Shop By Sport,Golf,LATAM,2
3,2015,627,39.99000168,Shop By Sport,Golf,LATAM,2
2,2015,502,50.0,Women's Apparel,Golf,LATAM,2
2,2017,502,50.0,Women's Apparel,Golf,LATAM,2
3,2017,502,50.0,Women's Apparel,Golf,LATAM,2
4,2015,627,39.99000168,Shop By Sport,Golf,LATAM,2
2,2017,627,39.99000168,Shop By Sport,Golf,LATAM,2
6,2017,502,50.0,Women's Apparel,Golf,LATAM,2
5,2015,825,31.98999977,Electronics,Outdoors,LATAM,2
3,2015,905,24.98999977,Accessories,Outdoors,LATAM,2
5,2015,804,19.98999977,Golf Balls,Outdoors,LATAM,2
5,2015,822,47.99000168,Electronics,Outdoors,LATAM,2
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
1,2018,1360,327.75,Sporting Goods,Fitness,Pacific Asia,1
